Unique Category ID,Parent Category Name,Georgian Parent Category Name,Parent Category Sort Order,Parent Category Type,Unique Child Category ID, Child Category Name,Georgian Child Category Name,Child Category Sort Order,Child Category Type,Type,"Exists Question
(must use unique # of reach question)",Questions to show if Exists (use # from exists question column),Unique Question Id,Question,Georgian Question,Question Sort Order,Validation Equation,Georgian Validation Equation,Evidence is Angle?,Evidence 1,Geogian Evidence 1,Evidence 2,Geogian Evidence 2,Evidence 3,Geogian Evidence 3,Venue,Domestic Legal Requirement,Convention Category,Reference,Reference Georgian,Help Text,Help Text Georgian
7,"Interior Corridors, Doorways and Passageways",,7,common,7c,Ramps,,3,common,m,,30,284,Ramp has edge protection,,73,0.10m,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 5(5) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7c,Ramps,,3,common,m,,30,285, Width of flat pathway at the top and bottom of ramp is adequate,,74,>1.0m ,,,Width (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accesibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7c,Ramps,,3,common,m,,30,286,Length of flat pathway at the top and bottom of ramp is adequate,,75,>1.5m,,,Length (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accesibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7c,Ramps,,3,common,m,62,30,287,"Ramp has rest platform (only needed if ramp is longer than 8m, or if the ramp changes directions)",,76,,,,,,,,,,,1,Physical environment/Facilities,Article 5(2) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7c,Ramps,,3,common,m,,62,288,Width of rest platform is adequate,,77,>1.0m,,,Width (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7c,Ramps,,3,common,m,,62,289,Length of rest platform is adequate,,78,>1.5m,,,Length (m),,,,,,,1,Physical environment/Facilities,Article 5(3) of Accesibility Standards. ,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7c,Ramps,,3,common,m,,62,290,Rest platform exists every 6m,,79,,,,,,,,,,,1,Physical environment/Facilities,Article 5(2) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7c,Ramps,,3,common,s,,30,291, Top and bottom of ramp are marked with stripes of bright paint,,80,,,,,,,,,,,1,Physical environment/Facilities,Article 5(1) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,d,h,m,s",33,,292,Elevator exists,,81,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,m,,33,293,Path to elevator is accessible,,82,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,d,h,m,s",,33,294,Path to elevator is free of barriers,,83,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,m,,33,295,Elevator is in the main hall/lobby of the place,,84,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,m,s",,33,296,Width of space in front of the elevator is adequate,,85,>1.5m,,,Width (m),,,,,,,1,Physical environment/Facilities,"Article 3(7), 7(8) of Accessibility Standards",,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,m,s",,33,297,Depth of space in front of the elevator is adequate,,86,>1.5m,,,Depth (m),,,,,,,1,Physical environment/Facilities,Article 7(8) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,m,,33,298,Height of call buttons is adequate,,87,0.85m,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 7(8) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,s,,33,299, Call buttons are framed with a color that contrasts from the wall,,88,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,s",,33,300,Call buttons have Braille,,89,,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,s",,33,301,Call buttons have tactile number markings,,90,,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,m,s",,33,302,Width of doorway is adequate,,91,>0.90m,,,Width (m),,,,,,,1,Physical environment/Facilities,Article 7(2) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,d,h,m,s",,33,303, Doors remain open for enough time to enter ,,92,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,d,h,m,s",,33,304, Doors re-open automatically if they are obstructed,,93,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,d,h,m,s",,33,305,Gap between elevator and floor landing is adequate,,94,<2cm,,,Distance (cm),,,,,,,,Physical environment/Facilities,Article 3(7) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,d,h,m,s",,33,306,Elevator is free of barriers,,95,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,d,h,m,s",,33,307,Elevator walls have handrails,,96,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,m,s",,33,308,Depth of compartment is adequate,,97,>1.40m,,,Depth (m),,,,,,,1,Physical environment/Facilities,Article 3(7) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,m,s",,33,309,Width of compartment is adequate,,98,>1.1m,,,Width (m),,,,,,,1,Physical environment/Facilities,Article 3(7) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,m,,33,310,Mirror is placed in the front of the compartment for orientation,,99,,,,,,,,,,,1,Physical environment/Facilities,Article 7(8) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"d,h",34,33,311,Elevator has visual signals,,100,,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"d,h",,34,312, Visual signals identify direction of travel and floor,,101,,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,s",35,33,313,Elevator has audible signals,,102,,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,s",,35,314, Audible signals identify direction of travel and floor,,103,,,,,,,,,,,1,Physical environment/Facilities,Article 7(9) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,m,,33,315, Height of buttons in elevator is adequate ,,104,1.2m,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 3(7) of Accessibility Standards,,Height is measured from the floor to the bottom of the buttons,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,s,,33,316, Elevator buttons are framed with a color that contrasts with the walls,,105,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,s",,33,317, Elevator buttons have Braille,,106,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,s",,33,318,Elevator buttons have tactile markings,,107,,,,,,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,m,,33,319,Height of coin receptacle (for payment) is adequate,,108,1.2m,,,Height (m),,,,,,,,Physical environment/Facilities,,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,d,h,m,s",64,33,320, Elevator has functioning two-way emergency communication system,,109,,,,,,,,,,,1,Physical environment/Facilities,Article 7(6) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"b,s",,64,321,Emergency communication system has sound amplification equipment,,110,,,,,,,,,,,1,Physical environment/Facilities,Article 7(6) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,"d,h",,64,322,Emergency communication system has visual communication equipment,,111,,,,,,,,,,,1,Physical environment/Facilities,Article 7(6) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,m,,33,323,"The elevator does not stop at an intermediate level, between flights of stairs ",,112,,,,,,,,,,,1,Physical environment/Facilities,Article 7(2) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,m,,33,324,Elevator goes to all floors (including basement),,113,,,,,,,,,,,1,Physical environment/Facilities,Article 7(5) of Accessibility Standards,,,
7,"Interior Corridors, Doorways and Passageways",,7,common,7d,Elevators,,4,common,m,,33,325,Elevator can be controlled from the compartment automatically,,114,,,,,,,,,,,1,Physical environment/Facilities,Article 7(2) of Accessibility Standards,,,
8,Interior Rooms,,8,common,,,,,,"b,d,h,m,s",,,326,Aisles are free of barriers,,1,,,,,,,,,,,,Physical environment/Facilities,,,,
8,Interior Rooms,,8,common,,,,,,"b,m,s",,,327, Width of aisles is adequate ,,2,0.90m,,,Width (m),,,,,,,,Physical environment/Facilities,,,,
8,Interior Rooms,,8,common,,,,,,"b,d,h,m,s",,,328,"Rooms have storage area for wheelchairs, crutches, canes, etc.",,3,,,,,,,,,,,1,Physical environment/Facilities,Article 3(5) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,m,,,329,The path to the restroom is accessible,,1,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,d,h,m,s",,,330,Path to restroom is free of barriers,,2,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,s,,,331, Restroom gender indicator sign uses high contrast colors,,3,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,s",,,332, Restroom gender indicator sign has Braille ,,4,,,,,,,,,,,1,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,d,h,m,s",,,333,There is a sign indicating that the restroom is accessible,,5,,,,,,,,,,,1,Physical environment/Facilities,Article 30(12) of Accessiblity Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",,,334," The restroom entrance door has an adequate, wide opening ",,6,0.90m,,,Width (m),,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",,,335, The entrance door opens outward ,,7,,,,,,,,,,,1,Physical environment/Facilities,Article 11(3) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,d,h,m,s",,,336, User can open door easily with one hand and little force,,8,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,d,h,m,s",36,,337, Door has automatic opener,,9,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,m,,36,338,Height of automatic door opener button is adequate,,10,1.0m,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,s,,36,339, The color of the automatic door opener button contrasts with the color of the frame,,11,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,s",,36,340, Automatic door opener button has Braille ,,12,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,d,h,m,s",,,341,"Doorway has a flat, level surface",,13,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,m,,,342,Height of light switch is adequate,,14,1.0m,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,s",,,343, Light switch is in consistent location throughout all restrooms for this place,,15,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,m,,,344,"Light switch is adequate distance from the door, when the door is open (if the light switch is on same side as the door when the door is open)",,16,>1.4m,,,Distance (m),,,,,,,1,Physical environment/Facilities,Article 9(8) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",,,345,The interior has enough space to allow for maneuvering and orientation,,17,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,d,h,m,s",,,346,The restroom floor is slip-resistant,,18,,,,,,,,,,,1,Physical environment/Facilities,Article 11(4) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,d,h,m,s",,,347,The restroom floor is level and even,,19,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,m,,,348,The height of at least one sink is adequate ,,20,0.80m,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,m,,,349,The distance between the sink and the wall is adequate,,21,0.20m,,,Distance (m),,,,,,,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,m,,,350,Sink controls can be operated with only one hand,,22,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,m,,,351,Soap dispenser height is adequate,,23,0.85m,,,Height (m),,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,s,,,352, Color of soap dispenser contrasts from the color of the wall,,24,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,s",,,353, Soap dispenser is in consistent location throughout all restrooms for this place,,25,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,m,,,354,Towel rack or electronic drying device is positioned at an adequate height,,26,0.85m ,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 10(4) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,s,,,355, Towel rack color contrasts from wall color,,27,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,s",,,356, Towel rack in consistent location throughout all bathrooms for this place,,28,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,m,,,357,Mirror is placed at an adequate height (measured from bottom).,,29,0.85m ,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 10(4) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",37,,358,There is at least one stall with enough space to allow for maneuvering and orientation,,30,,,,Number (#),,,,,,,1,Physical environment/Facilities,"Article 3(8), 10(1)) of Accessibility Standards",,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",,37,359,Width of stall is adequate,,31,>1.9m,,,Width (m),,,,,,,1,Physical environment/Facilities,Article 10(1) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",,37,360,Depth of stall is adequate,,32,>1.9m,,,Depth (m),,,,,,,1,Physical environment/Facilities,Article 10(1) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,m,,37,361,Stall has enough space to allow for a wheelchair to fit next to the toilet ,,33,,,,,,,,,,,1,Physical environment/Facilities,Article 10(1) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",,37,362,Door of the stall opens outward,,34,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,d,h,m,s",69,37,363,Stall door has a functioning lock on the inside,,35,,,,,,,,,,,1,Physical environment/Facilities,Article 11(4) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,m,,69,364,Height of lock is adequate,,36,1.0m,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,d,h,m,s",70,37,365,Stall has an emergency call button,,37,,,,,,,,,,,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,m,,70,366,Height of emergency call button is adequate,,38,1.0m,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,d,h,m,s",,37,367,Stall has a sitting toilet (not a squat toilet),,39,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,m,,37,368,Toilet height is adequate,,40,0.3m ,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 10(3) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",,37,369,Toilet has vertical supporting handrails on both sides,,41,,,,,,,,,,,1,Physical environment/Facilities,Article 10(3) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",,37,370,Toilet can be flushed with just one hand,,42,,,,,,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,m,,37,371,Hook for personal items is placed at a low height for wheelchair users,,43,,,,Height (m),,,,,,,,Physical environment/Facilities,,,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",38,37,372,Stall has handrails on the side wall,,44,,,,,,,,,,,1,Physical environment/Facilities,Article 10(2) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,m,,38,373,Height of handrails is adequate,,45,0.8m,,,Height (m),,,,,,,1,Physical environment/Facilities,Article 10(2) of Accessibility Standards,,,
9,Public Restrooms,,9,common,,,,,,"b,m,s",,37,374,Floor of stall has a drain,,46,,,,,,,,,,,1,Physical environment/Facilities,Article 3(8) of Accessibility Standards,,,
10,Website,,10,common,,,,,,"b,d,h,s",39,,375,The place has a website,,1,,,,URL,,,,,,,,Technology/Electronic Media,,,,
10,Website,,10,common,,,,,,"b,s",,39,376,Screen readers can read content on website,,2,,,,,,,,,,,,Technology/Electronic Media,,,,
10,Website,,10,common,,,,,,"b,s",,39,377,Photos have descriptive text captions,,3,,,,,,,,,,,,Technology/Electronic Media,,,,
10,Website,,10,common,,,,,,"d,h",,39,378,Videos have subtitles,,4,,,,,,,,,,,,Technology/Electronic Media,,,,
10,Website,,10,common,,,,,,"b,d,h,s",,39,379,Transcripts of videos and other audio content are available,,5,,,,,,,,,,,,Technology/Electronic Media,,,,
10,Website,,10,common,,,,,,s,,39,380,Website uses high-contrast colors,,6,,,,,,,,,,,,Technology/Electronic Media,,,,
10,Website,,10,common,,,,,,s,,39,381,Users can increase font size,,7,,,,,,,,,,,,Technology/Electronic Media,,,,
11,Bank,,,custom,,,,,,"b,m,s",,,382,There is enough space in front of the reception desk/table to allow for maneuvering and orientation,,1,,,,,,,,,,Bank,1,Physical environment/Facilities,Article 3(9) of Accessibility Standards,,,
11,Bank,,,custom,,,,,,m,,,383,Main counter has a folding shelf at adequate height for wheelchairs (not relevant if main counter is at an adequate height),,2,>0.67m and <0.80m,,,Height (m),,,,,,Bank,1,Physical environment/Facilities, Article 3(9) of Accessibility Standards,,,
11,Bank,,,custom,,,,,,s,,,384, Queue number monitors use large text size (approx. 24 point font),,3,,,,,,,,,,Bank,,Physical environment/Facilities,,,,
11,Bank,,,custom,,,,,,s,,,385, Queue number monitors use high contrast colors,,4,,,,,,,,,,Bank,,Physical environment/Facilities,,,,
11,Bank,,,custom,,,,,,"b,d,h,m,s",,,386, Customers are able to sign independently for bank operations ,,5,,,,,,,,,,Bank,,Services AND Equal Recognition Before the LAW,,,,
12,ATM / pay box,,,custom,,,,,,m,,,387,The path from the street to the machine is accessible,,1,,,,,,,,,,ATM / pay box,,Physical environment/Facilities,,,,
12,ATM / pay box,,,custom,,,,,,"b,d,h,m,s",,,388,The path to the machine is free of barriers,,2,,,,,,,,,,ATM / pay box,,Physical environment/Facilities,,,,
12,ATM / pay box,,,custom,,,,,,"b,d,h,m,s",,,389, The area in front of the machine is free of barriers,,3,,,,,,,,,,ATM / pay box,,Physical environment/Facilities,,,,
12,ATM / pay box,,,custom,,,,,,m,,,390,The distance between the machine and any walls is adequate,,4,>0.4m,,,Distance (m),,,,,,ATM / pay box,1,Physical environment/Facilities, Article 30(7) of Accessibility Standards ,,,
12,ATM / pay box,,,custom,,,,,,m,,,391,The height of buttons is adequate,,5,1.0m,,,Height (m),,,,,,ATM / pay box,1,Physical environment/Facilities, Article 30(7) of Accessibility Standards ,,,
12,ATM / pay box,,,custom,,,,,,s,,,392, The screen is positioned to minimize glare,,6,,,,,,,,,,ATM / pay box,,Physical environment/Facilities,,,,
12,ATM / pay box,,,custom,,,,,,s,,,393, The screen uses large text size (approx. 24 point font),,7,,,,,,,,,,ATM / pay box,,Technology/Electronic Media,,,,
12,ATM / pay box,,,custom,,,,,,s,,,394, Screen uses colors that have high contrast,,8,,,,,,,,,,ATM / pay box,,Technology/Electronic Media,,,,
12,ATM / pay box,,,custom,,,,,,"b,s",,,395," The machine has a ""talking"" function, with headphone jack for audio",,9,,,,,,,,,,ATM / pay box,,Technology/Electronic Media,,,,
12,ATM / pay box,,,custom,,,,,,"b,s",,,396,The machine's keypad has Braille on the buttons,,10,,,,,,,,,,ATM / pay box,,Technology/Electronic Media,,,,
13,Currency Exchange,,,custom,,,,,,s,,,397, The desk has enough lighting to be able to count money,,1,,,,,,,,,,Currency Exchange,,Physical environment/Facilities,,,,
13,Currency Exchange,,,custom,,,,,,m,,,398,The height of desk/window is adequate,,2,>0.67m and <0.80m,,,Height (m),,,,,,Currency Exchange,1,Physical environment/Facilities,Article 30(6) of Accessibility Standards,,,
13,Currency Exchange,,,custom,,,,,,"b,m,s",,,399,There is enough space in front of the desk/window to allow for maneuvering and orientation,,3,,,,,,,,,,Currency Exchange,1,Physical environment/Facilities,Article 3(9) of Accessibility Standards,,,
14,112,,,custom,,,,,,"d,h",,,400, The emergency services allow people to communicate by SMS,,1,,,,,,,,,,112,,Services,,,,
15,Hotel,,,custom,,,,,,m,,,401, Height of at least one reception desk is adequate ,,1,>0.67m and <0.80m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 3(9) of Accessibility Standards,,,
15,Hotel,,,custom,,,,,,"b,m,s",,,402,There is enough space in front of the reception desk/table to allow for maneuvering and orientation,,2,,,,,,,,,,Hotel,1,Physical environment/Facilities,Article 3(9) of Accessibility Standards,,,
15,Hotel,,,custom,,,,,,m,,,403,Main desk/counter has a folding shelf at adequate height for wheelchairs (not relevant if main desk/counter is at an adequate height),,3,>0.67m and <0.80m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities, Article 3(9) of Accessibility Standards ,,,
15,Hotel,,,custom,,,,,,m,,,404,The path to the room is accessible,,4,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,,,,,,"b,d,h,m,s",,,405,The path to the room is free of barriers,,5,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,,,,,,"b,m,s",,,406,There is enough space on at least one side of the bed to allow for maneuvering and orientation,,6,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,,,,,,m,,,407,The height of the light switch is adequate,,7,1.0m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
15,Hotel,,,custom,,,,,,m,,,408,"Light switch is adequate distance from the door, when the door is open (if the light switch is on same side as the door when the door is open)",,8,1.4m,,,Distaince (m),,,,,,Hotel,1,Physical environment/Facilities,Article 9(8) of Accessibility Standards,,,
15,Hotel,,,custom,,,,,,"b,s",,,409, Light switches are in a consistent location throughout all rooms in this place,,9,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,,,,,,m,,,410,The height of electrical plugs is low enough for wheelchair users,,10,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,,,,,,"b,s",,,411, Electrical plugs are in a consistent location throughout all rooms in this place,,11,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,412,The path to the bathroom is accessible,,12,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",,,413,The path to the bathroom is free of barriers,,13,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,m",,,414,"The door has an adequate, wide opening",,14,>0.90m,,,Width (m),,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,m,s",,,415, The bathroom door opens outward,,15,,,,,,,,,,Hotel,1,Physical environment/Facilities,Article 11(3) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",40,,416, Door has automatic opener,,16,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,40,417,Height of automatic door opener button is adequate,,17,1.0m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,s,,40,418, The color of the automatic door opener button contrasts with the color of the frame,,18,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,s",,40,419, Automatic door opener button has Braille,,19,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",,,420, The surface of the doorway is flat and level ,,20,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",,,421, User can open door easily with one hand and little force,,21,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",71,,422,Door has a functioning lock on the inside,,22,,,,,,,,,,Hotel,1,Physical environment/Facilities,Article 11(4) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,71,423,Height of lock is adequate,,23,1.0m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,424,Height of light switch is adequate,,24,1.0m,,,Height (m),,,,,,Hotel,1,Physical environment/Facilities,Article 3(10) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,m,,,425,"Light switch is adequate distance from the door, when the door is open (if the light switch is on same side as the door when the door is open)",,25,>1.4m,,,Distance (m),,,,,,Hotel,1,Physical environment/Facilities,Article 9(8) of Accessibility Standards,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,s",,,426, Light switch is in consistent location throughout all restrooms for this place,,26,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,m,s",,,427,"There is enough space in the restroom interior to allow for maneuvering and orientation
",,27,,,,,,,,,,Hotel,,Physical environment/Facilities,,,,
15,Hotel,,,custom,15a,Bathroom,,1,custom,"b,d,h,m,s",,,428,The restroom floor is slip-resistant,,28,,,,,,,,,,Hotel,1,Physical environment/Facilities,Article 11(4) of Accessibility Standards,,,
